500.00000000 0.77073240
500.29000000 0.77080256
500.58000000 0.77091223
500.87000000 0.77101213
501.16000000 0.77095467
501.45000000 0.77058023
501.74000000 0.76980847
502.03000000 0.76961076
502.32000000 0.77021325
502.61000000 0.76964808
502.90000000 0.76840186
503.19000000 0.76680988
503.48000000 0.76212370
503.77000000 0.75786942
504.06000000 0.75778735
504.35000000 0.76016009
504.64000000 0.76508582
504.93000000 0.76957995
505.22000000 0.77103621
505.51000000 0.76959950
505.80000000 0.76683789
506.09000000 0.76787543
506.38000000 0.77064461
506.67000000 0.76969421
506.96000000 0.76816249
507.25000000 0.76906484
507.54000000 0.76967728
507.83000000 0.76942694
508.12000000 0.77098632
508.41000000 0.77291274
508.70000000 0.77358246
508.99000000 0.77481651
509.28000000 0.77518302
509.57000000 0.77509749
509.86000000 0.77654630
510.15000000 0.77750462
510.44000000 0.77804977
510.73000000 0.77911013
511.02000000 0.77948344
511.31000000 0.77975065
511.60000000 0.78056657
511.89000000 0.78103310
512.18000000 0.78125966
512.47000000 0.78168637
512.76000000 0.78212863
513.05000000 0.78251445
513.34000000 0.78289419
513.63000000 0.78323340
513.92000000 0.78351420
514.21000000 0.78381598
514.50000000 0.78411496
514.79000000 0.78434920
515.08000000 0.78457910
515.37000000 0.78483516
515.66000000 0.78509927
515.95000000 0.78535545
516.24000000 0.78559732
516.53000000 0.78583848
516.82000000 0.78609180
517.11000000 0.78635222
517.40000000 0.78660047
517.69000000 0.78683060
517.98000000 0.78704464
518.27000000 0.78724056
518.56000000 0.78744394
518.85000000 0.78767246
519.14000000 0.78791088
519.43000000 0.78814733
519.72000000 0.78838116
520.01000000 0.78860712
520.30000000 0.78882670
520.59000000 0.78903794
520.88000000 0.78923756
521.17000000 0.78944093
521.46000000 0.78964067
521.75000000 0.78982174
522.04000000 0.78999168
522.33000000 0.79015672
522.62000000 0.79030430
522.91000000 0.79042333
523.20000000 0.79045182
523.49000000 0.79041851
523.78000000 0.79032767
524.07000000 0.79011071
524.36000000 0.79000354
524.65000000 0.79021287
524.94000000 0.79052722
525.23000000 0.79078794
525.52000000 0.79119611
525.81000000 0.79167515
526.10000000 0.79190838
526.39000000 0.79186481
526.68000000 0.79169059
526.97000000 0.79163152
527.26000000 0.79187143
527.55000000 0.79224175
527.84000000 0.79249346
528.13000000 0.79269916
528.42000000 0.79281706
528.71000000 0.79283416
529.00000000 0.79293430
529.29000000 0.79315138
529.58000000 0.79334420
529.87000000 0.79348654
530.16000000 0.79365516
530.45000000 0.79376239
530.74000000 0.79392159
531.03000000 0.79420227
531.32000000 0.79444098
531.61000000 0.79462385
531.90000000 0.79482329
532.19000000 0.79506081
532.48000000 0.79527444
532.77000000 0.79551148
533.06000000 0.79579943
533.35000000 0.79608178
533.64000000 0.79635304
533.93000000 0.79661518
534.22000000 0.79688257
534.51000000 0.79715741
534.80000000 0.79744220
535.09000000 0.79773080
535.38000000 0.79802239
535.67000000 0.79830784
535.96000000 0.79858381
536.25000000 0.79880697
536.54000000 0.79903191
536.83000000 0.79926145
537.12000000 0.79948419
537.41000000 0.79972202
537.70000000 0.79984534
537.99000000 0.79995072
538.28000000 0.80008149
538.57000000 0.80014467
538.86000000 0.80015212
539.15000000 0.80018598
